순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","사회과학","21세기 자본 (양장)","8967351275","9788967351274","03300","글항아리","토마 피케티 지음, 장경덕 외 옮김, 이강국 감수","33,000","29,700","3,300","10%","1,650점","20140912","13427"
"2","사회과학","나의 한국현대사","8971996099","9788971996096","03900","돌베개","유시민 지음","18,000","16,200","1,800","10%","900점","20140707","29613"
"3","사회과학","돈으로 살 수 없는 것들","8937833662","9788937833663","03330","와이즈베리","마이클 샌델 지음, 안기순 옮김, 김선욱 감수","16,000","14,400","1,600","10%","800점","20120424","29138"
"4","사회과학","뉴스의 시대","895462524X","9788954625241","03100","문학동네","알랭 드 보통 지음, 최민우 옮김","15,000","13,500","1,500","10%","150점","20140730","8122"
"5","사회과학","싸가지 없는 진보","8959062669","9788959062669","03300","인물과사상사","강준만 지음","13,000","11,700","1,300","10%","650점","20140829","1502"
"6","사회과학","자본론 공부","8971996161","9788971996164","03300","돌베개","김수행 지음","13,000","11,700","1,300","10%","650점","20140825","4834"
"7","사회과학","소년의 심리학","1195095414","9791195095414","13590","위고","마이클 거리언 지음, 안진희 옮김","15,000","13,500","1,500","10%","750점","20131018","3500"
"8","사회과학","우리도 행복할 수 있을까","8997780131","9788997780136","03300","오마이북","오연호 지음","16,000","14,400","1,600","10%","800점","20140905","13437"
"9","사회과학","416 세월호 민변의 기록","8965133041","9788965133049","03300","생각의길","민주사회를 위한 변호사모임 지음","12,000","10,800","1,200","10%","600점","20140922","1192"
"10","사회과학","왜 세계의 절반은 굶주리는가?","8990809177","9788990809179","03300","갈라파고스","장 지글러 지음, 유영미 옮김, 우석훈 해제, 주경복 부록","9,800","8,820","980","10%","490점","20070312","40144"
"11","사회과학","한눈에 펼쳐보는 전함 크로스 섹션","8972217204","9788972217206","74000","진선아이","리처드 플라트 지음, 스티븐 비스티 그림, 권루시안(권국성) 옮김","15,000","13,500","1,500","10%","750점","20111025","917"
"12","사회과학","물질문명과 자본주의 읽기","899080941X","9788990809414","03900","갈라파고스","페르낭 브로델 지음, 김홍식 옮김","12,000","10,800","1,200","10%","600점","20120312","7456"
"13","사회과학","시골빵집에서 자본론을 굽다","8994418733","9788994418735","03300","더숲","와타나베 이타루 지음, 정문주 옮김","14,000","12,600","1,400","10%","700점","20140602","9991"
"14","사회과학","위험한 사람들","1185424172","9791185424170","13320","리더스북","조 내버로 & 토니 시아라 포인터 지음, 박세연 옮김","16,000","14,400","1,600","10%","800점","20140913","416"
"15","사회과학","월든","8956605416","9788956605418","03840","은행나무","헨리 데이비드 소로우 지음, 강승영 옮김","13,000","11,700","1,300","10%","650점","20110822","45679"
"16","사회과학","폭력이란 무엇인가","899617288X","9788996172888","03100","난장이","슬라보예 지젝 지음, 이현우.김희진.정일권 옮김","15,000","13,500","1,500","10%","750점","20110110","5837"
"17","사회과학","르몽드 인문학","895462555X","9788954625555","03300","휴먼큐브","르몽드 디플로마티크 엮음","19,800","18,810","990","5%","600점","20140903","496"
"18","사회과학","적군파","8991799795","9788991799790","","교양인","퍼트리샤 스테인호프 지음, 임정은 옮김","16,000","14,400","1,600","10%","800점","20130128","739"
"19","사회과학","생각하는 여자는 위험하다","1195313802","9791195313808","03850","이봄","슈테판 볼만 지음, 김세나 옮김","15,800","15,010","790","5%","480점","20140818","662"
"20","사회과학","피케티의 &lt;21세기 자본&gt; 바로읽기","1195263864","9791195263868","03300","백년동안","안재욱.현진권 엮음","15,000","13,500","1,500","10%","750점","20140815","458"
