순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","사회과학","굿바이, 이재명","8991622860","9788991622869","03300","지우출판","장영하 지음","15,000","13,500","1,500","10%","750점","20211224","64995"
"2","사회과학","장면들","8936478907","9788936478902","03300","창비","손석희 지음","18,500","16,650","1,850","10%","920점","20211112","40661"
"3","사회과학","그리움은 아무에게나 생기지 않습니다","K802835034","9791196661984","03300","가로세로연구소","박근혜 지음","15,000","13,500","1,500","10%","750점","20211230","121455"
"4","사회과학","공정하다는 착각","K092633826","9791164136452","03300","와이즈베리","마이클 샌델 지음, 함규진 옮김","18,000","16,200","1,800","10%","900점","20201201","160896"
"5","사회과학","인간으로 사는 일은 하나의 문제입니다","K942835997","9791167740175","03300","어크로스","김영민 지음","16,800","15,120","1,680","10%","840점","20211110","24242"
"6","사회과학","정의란 무엇인가","K262836826","9788937834790","03300","와이즈베리","마이클 샌델 지음, 김명철 옮김, 김선욱 감수","15,000","13,500","1,500","10%","750점","20141120","58733"
"7","사회과학","여자들의 사회","K662835717","9791160807516","03330","휴머니스트","권김현영 지음","13,000","11,700","1,300","10%","650점","20211206","8690"
"8","사회과학","고립의 시대","8901254514","9788901254517","03300","웅진지식하우스","노리나 허츠 지음, 홍정인 옮김","22,000","19,800","2,200","10%","1,100점","20211119","14349"
"9","사회과학","전라디언의 굴레","K872835019","9791190955454","03330","생각의힘","조귀동 지음","17,000","15,300","1,700","10%","850점","20211210","7738"
"10","사회과학","인간 이재명","K142734795","9791156625599","03340","도서출판 아시아","김민정.김현정 지음","16,500","14,850","1,650","10%","820점","20210823","20760"
"11","사회과학","메타버스","K432736724","9791189580575","03320","플랜비디자인","김상균 지음","17,000","15,300","1,700","10%","850점","20201218","44030"
"12","사회과학","미쳐있고 괴상하며 오만하고 똑똑한 여자들","8962623870","9788962623871","03300","동아시아","하미나 지음","16,000","14,400","1,600","10%","800점","20210915","18638"
"13","사회과학","교실 속 갈등 상황 100문 101답","8980406371","9788980406371","13370","우리교육","우리교육 편집부 엮음","7,000","6,300","700","10%","350점","20080303","13791"
"14","사회과학","비폭력의 힘","8954683851","9788954683852","03100","문학동네","주디스 버틀러 지음, 김정아 옮김","20,000","18,000","2,000","10%","1,000점","20211130","5982"
"15","사회과학","지구를 위한다는 착각","8960518611","9788960518612","03330","부키","마이클 셸런버거 지음, 노정태 옮김","22,000","19,800","2,200","10%","1,100점","20210427","23911"
"16","사회과학","요즘 애들","8925579316","9788925579313","03300","알에이치코리아(RHK)","앤 헬렌 피터슨 지음, 박다솜 옮김","18,000","16,200","1,800","10%","900점","20211025","16538"
"17","사회과학","2022년 대통령 문재인 탁상 달력","K612835384","8809529012349","1","더휴먼","더휴먼 편집부 지음","9,800","8,820","980","10%","450점","20211122","10400"
"18","사회과학","수학 잘하는 아이는 이렇게 공부합니다","K912738686","9791196848194","03370","블루무스","류승재 지음","16,800","15,120","1,680","10%","840점","20210312","46584"
"19","사회과학","실격당한 자들을 위한 변론","K522533969","9791160943733","03300","사계절","김원영 지음","16,000","14,400","1,600","10%","800점","20180615","27023"
"20","사회과학","대한민국 교육트렌드 2022","K752835701","9791164251056","03370","에듀니티","교육트렌드2022 집필팀 지음","28,000","25,200","2,800","10%","1,400점","20211122","10846"
"21","사회과학","유언을 만난 세계","K142835415","9791190422994","03300","오월의봄","정창조 외 지음, 비마이너 기획","18,000","16,200","1,800","10%","900점","20211203","4715"
"22","사회과학","대치동","K852835906","9791160948905","03300","사계절","조장훈 지음","18,000","16,200","1,800","10%","900점","20211124","5215"
"23","사회과학","수학원리를 제대로 배운 아이는 쉽게 계산합니다","K352835118","9791191426328","03370","블루무스","차지혜 지음","16,500","14,850","1,650","10%","820점","20220105","7246"
"24","사회과학","지속 불가능 자본주의","K982734343","9791191716030","03300","다다서재","사이토 고헤이 지음, 김영현 옮김","16,000","14,400","1,600","10%","800점","20211019","15393"
"25","사회과학","한국의 능력주의","K762734228","9791189143251","03330","이데아","박권일 지음","18,000","16,200","1,800","10%","900점","20210913","16394"
"26","사회과학","이것은 누구의 이야기인가","8936478931","9788936478933","03300","창비","리베카 솔닛 지음, 노지양 옮김","17,000","15,300","1,700","10%","850점","20211207","5640"
"27","사회과학","군주론","K262733021","9791166817878","03160","현대지성","니콜로 마키아벨리 지음, 김운찬 옮김","7,700","6,930","770","10%","380점","20210726","18267"
"28","사회과학","사이보그가 되다","K892737124","9791160947045","03300","사계절","김초엽.김원영 지음","17,800","16,020","1,780","10%","890점","20210115","28806"
"29","사회과학","지리의 힘","8993178690","9788993178692","03300","사이","팀 마샬 지음, 김미선 옮김","17,000","15,300","1,700","10%","850점","20160810","58274"
"30","사회과학","선량한 차별주의자","8936477196","9788936477196","03300","창비","김지혜 지음","15,000","13,500","1,500","10%","750점","20190717","61006"
"31","사회과학","군중심리","K362734845","9791139700114","","현대지성","귀스타브 르 봉 지음, 강주헌 옮김","12,000","10,800","1,200","10%","600점","20211008","10559"
"32","사회과학","월든","8956605416","9788956605418","03840","은행나무","헨리 데이비드 소로우 지음, 강승영 옮김","13,000","11,700","1,300","10%","650점","20110822","45679"
"33","사회과학","이재명의 9회 말 끝내기","K642835814","9791186615584","03340","왕의서재","이동형.김성회.박진영 지음","17,000","15,300","1,700","10%","850점","20211210","3301"
"34","사회과학","공부머리 독서법","K722532337","9791196316808","03370","책구루","최승필 지음","16,500","14,850","1,650","10%","820점","20180503","58439"
"35","사회과학","친애하는 나의 민원인","K372733095","9791160406191","03300","한겨레출판","정명원 지음","15,000","13,500","1,500","10%","750점","20210709","7716"
"36","사회과학","메타버스, 이미 시작된 미래","K112732025","9791188348862","13320","천그루숲","이임복 지음","16,000","14,400","1,600","10%","800점","20210620","10536"
"37","사회과학","달력으로 배우는 지구환경 수업","8968333343","9788968333347","03300","블랙피쉬","최원형 지음","15,000","13,500","1,500","10%","750점","20210913","13392"
"38","사회과학","자유론","K612532131","9791159312236","04160","책세상","존 스튜어트 밀 지음, 서병훈 옮김","8,900","8,010","890","10%","440점","20180330","26083"
"39","사회과학","노동에 대해 말하지 않는 것들","K432835576","9791192085005","03300","서해문집","전혜원 지음","15,000","13,500","1,500","10%","750점","20211111","7583"
"40","사회과학","메타버스 FOR 에듀테크","K072734585","9791186742723","","다빈치books","변문경 외 지음","25,000","22,500","2,500","10%","1,250점","20210909","8153"
"41","사회과학","왜 세계의 절반은 굶주리는가?","K042434338","9791187038030","03300","갈라파고스","장 지글러 지음, 유영미 옮김, 우석훈 해제, 주경복 부록","10,800","9,720","1,080","10%","540점","20160321","41345"
"42","사회과학","종말론적 환경주의","8961849824","9788961849821","03450","어문학사","패트릭 무어 지음, 박석순 옮김","20,000","18,000","2,000","10%","1,000점","20211130","3276"
"43","사회과학","두 사람이 걷는 법에 대하여","K022835973","9791191439090","03100","멀리깊이","변상욱 지음","14,800","13,320","1,480","10%","740점","20211108","2848"
"44","사회과학","랭스로 되돌아가다","8932037736","9788932037738","03330","문학과지성사","디디에 에리봉 지음, 이상길 옮김","18,000","16,200","1,800","10%","900점","20210111","10697"
"45","사회과학","한낮의 어둠","K622835379","9791160406740","03330","한겨레출판","율리아 에브너 지음, 김하현 옮김","17,000","15,300","1,700","10%","850점","20211029","5127"
"46","사회과학","경계선 지능 아동의 정서사회성","K312835277","9791168011632","03370","이담북스","정하나 외 지음","16,000","14,400","1,600","10%","800점","20211119","5531"
"47","사회과학","법 좀 아는 언니","K612835820","9791168012318","03360","크루","이웃집 변호사 지음","16,500","14,850","1,650","10%","820점","20220114","2710"
"48","사회과학","글 쓰는 딸들","8936478877","9788936478872","03860","창비","소피 카르캥 지음, 임미경 옮김","16,000","14,400","1,600","10%","800점","20211105","5887"
"49","사회과학","리추얼의 종말","8934980281","9788934980285","03100","김영사","한병철 지음, 전대호 옮김","13,800","12,420","1,380","10%","690점","20211015","8085"
"50","사회과학","조국의 시간","8935668664","9788935668663","03340","한길사","조국 지음","17,000","15,300","1,700","10%","850점","20210531","177672"
"51","사회과학","반기문 결단의 시간들","8934980109","9788934980100","03340","김영사","반기문 지음, 박상은 옮김, 보다 나은 미래를 위한 반기문재단 감수","28,800","25,920","2,880","10%","1,440점","20211217","2000"
"52","사회과학","어떤 양형 이유","8934996900","9788934996903","03300","김영사","박주영 지음","14,000","12,600","1,400","10%","700점","20190726","10240"
"53","사회과학","제2의 성","8932440085","9788932440088","04160","을유문화사","시몬 드 보부아르 지음, 이정순 옮김","32,000","28,800","3,200","10%","1,600점","20210910","8127"
"54","사회과학","영혼의 밤을 지날 때","K752835096","9791191887006","03230","바람이불어오는곳","다이애나 그루버 지음, 칸앤메리 옮김","16,000","14,400","1,600","10%","800점","20211115","4251"
"55","사회과학","비만백서","K882835618","9791135472169","03510","브론스테인","앤서니 워너 지음, 이주만 옮김","24,000","21,600","2,400","10%","1,200점","20211208","1640"
"56","사회과학","사람, 장소, 환대","8932027269","9788932027265","93330","문학과지성사","김현경 지음","16,000","14,400","1,600","10%","800점","20150331","24389"
"57","사회과학","눈 떠보니 선진국","K542733010","9791157845286","03300","한빛비즈","박태웅 지음","16,500","14,850","1,650","10%","820점","20210801","28098"
"58","사회과학","그렇게 피의자가 된다","K282835190","9791185264578","03300","다반","김경록 지음","16,000","14,400","1,600","10%","800점","20211130","2806"
"59","사회과학","욕구들","K072731249","9791164051069","03840","북하우스","캐럴라인 냅 지음, 정지인 옮김","18,000","16,200","1,800","10%","900점","20210517","17648"
