순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"1","사회과학","조국의 시간","8935668664","9788935668663","03340","한길사","조국 지음","17,000","15,300","1,700","10%","850점","20210531","177672"
"2","사회과학","공정하다는 착각","K092633826","9791164136452","03300","와이즈베리","마이클 샌델 지음, 함규진 옮김","18,000","16,200","1,800","10%","900점","20201201","160896"
"3","사회과학","추미애의 깃발","8935668680","9788935668687","03340","한길사","추미애.김민웅 지음","17,000","15,300","1,700","10%","850점","20210701","11634"
"4","사회과학","지구를 위한다는 착각","8960518611","9788960518612","03330","부키","마이클 셸런버거 지음, 노정태 옮김","22,000","19,800","2,200","10%","1,100점","20210427","23911"
"5","사회과학","수학 잘하는 아이는 이렇게 공부합니다","K912738686","9791196848194","03370","블루무스","류승재 지음","16,800","15,120","1,680","10%","840점","20210312","46584"
"6","사회과학","메타버스","K432736724","9791189580575","03320","플랜비디자인","김상균 지음","17,000","15,300","1,700","10%","850점","20201218","44030"
"7","사회과학","나는 오늘 나에게 ADHD라는 이름을 주었다","K392732321","9791160806595","03180","휴머니스트","신지수 지음","16,000","14,400","1,600","10%","800점","20210621","8156"
"8","사회과학","6도의 멸종","8984074497","9788984074491","03450","세종(세종서적)","마크 라이너스 지음, 이한중 옮김","16,000","14,400","1,600","10%","800점","20140925","12011"
"9","사회과학","욕구들","K072731249","9791164051069","03840","북하우스","캐럴라인 냅 지음, 정지인 옮김","18,000","16,200","1,800","10%","900점","20210517","17648"
"10","사회과학","무법의 시간","K142733272","9791190413268","03300","천년의상상","권경애 지음","17,800","16,020","1,780","10%","890점","20210706","3155"
"11","사회과학","사람이 있었네 (개정판)","K472534358","9791157061471","03300","메디치미디어","김경수 지음","16,000","14,400","1,600","10%","800점","20190304","4388"
"12","사회과학","한명숙의 진실","K702732555","9791196578480","","생각생각","한명숙 지음","18,000","16,200","1,800","10%","900점","20210630","3277"
"13","사회과학","대한민국 금기 깨기","K652733490","9791165343842","03340","쌤앤파커스","김동연 지음","17,000","15,300","1,700","10%","850점","20210728","3908"
"14","사회과학","있지만 없는 아이들","8936478737","9788936478735","03300","창비","은유 지음, 국가인권위원회 기획","15,000","13,500","1,500","10%","750점","20210618","14709"
"15","사회과학","인간교육을 위한 새로운 흐름","K512732352","9791164842872","03190","매일경제신문사","이케다 다이사쿠.짐 개리슨.래리 히크먼 지음","15,000","13,500","1,500","10%","750점","20210703","17050"
"16","사회과학","올바름이라는 착각","K802732228","9791191043266","03300","데이포미","유튜브 읽어주는 남자 지음","16,500","14,850","1,650","10%","820점","20210610","7665"
"17","사회과학","중국의 조용한 침공","8984079545","9788984079540","03330","세종(세종서적)","클라이브 해밀턴 지음, 김희주 옮김","22,000","19,800","2,200","10%","1,100점","20210604","5795"
"18","사회과학","정의란 무엇인가","K262836826","9788937834790","03300","와이즈베리","마이클 샌델 지음, 김명철 옮김, 김선욱 감수","15,000","13,500","1,500","10%","750점","20141120","58733"
"19","사회과학","나의 무섭고 애처로운 환자들","K082733296","9791197510601","03180","아몬드","차승민 지음","17,000","15,300","1,700","10%","850점","20210715","6654"
